Image Name,Bounding Box coordinates,,,,Image class
02575.jpg,51,69,618,372,61
02576.jpg,115,38,526,296,62
02577.jpg,21,45,281,133,9
02578.jpg,18,107,630,340,114
02579.jpg,69,29,408,236,84
02580.jpg,39,2,436,192,151
02581.jpg,12,34,398,254,115
02582.jpg,103,215,667,475,173
02583.jpg,6,8,567,342,185
02584.jpg,33,48,458,289,12
02585.jpg,9,71,446,345,84
02586.jpg,30,48,404,277,51
02587.jpg,150,119,481,368,176
02588.jpg,19,82,400,319,114
02589.jpg,71,192,594,465,3
02590.jpg,51,74,264,185,67
02591.jpg,256,187,1001,462,112
02592.jpg,23,65,624,415,64
02593.jpg,253,220,662,445,39
02594.jpg,18,58,439,269,10
02595.jpg,129,413,946,879,134
02596.jpg,95,208,880,715,81
02597.jpg,48,92,209,181,70
02598.jpg,40,38,224,155,14
02599.jpg,17,45,438,290,86
02600.jpg,18,59,389,264,17
02601.jpg,168,9,1169,880,94
02602.jpg,253,16,534,174,184
02603.jpg,32,35,233,158,67
02604.jpg,34,4,264,195,175
02605.jpg,10,34,627,322,6
02606.jpg,37,147,973,638,50
02607.jpg,52,197,1936,1339,149
02608.jpg,21,23,693,381,76
02609.jpg,75,203,1486,1024,64
02610.jpg,41,122,601,352,87
02611.jpg,8,94,285,200,84
02612.jpg,17,147,548,362,98
02613.jpg,44,95,595,435,153
02614.jpg,53,105,461,337,77
02615.jpg,27,35,379,255,108
02616.jpg,237,88,657,372,151
02617.jpg,280,158,777,491,140
02618.jpg,37,10,400,300,124
02619.jpg,4,89,680,379,63
02620.jpg,5,42,797,406,12
02621.jpg,44,114,597,435,187
02622.jpg,57,39,200,156,90
02623.jpg,41,132,672,431,192
02624.jpg,52,147,981,547,81
02625.jpg,53,102,398,234,15
02626.jpg,67,361,1861,1057,105
02627.jpg,11,11,293,168,28
02628.jpg,27,15,310,222,113
02629.jpg,69,284,1105,786,192
02630.jpg,153,94,553,356,23
02631.jpg,25,50,623,417,165
02632.jpg,55,224,884,573,15
02633.jpg,1,56,402,251,60
02634.jpg,72,199,961,744,106
02635.jpg,39,172,1451,902,164
02636.jpg,121,287,1500,898,160
02637.jpg,63,105,597,420,78
02638.jpg,92,158,585,416,89
02639.jpg,44,78,529,329,82
02640.jpg,27,80,613,402,75
02641.jpg,71,35,587,375,13
02642.jpg,9,12,595,354,185
02643.jpg,14,82,596,422,58
02644.jpg,12,57,240,134,106
02645.jpg,87,75,494,327,9
02646.jpg,74,87,319,264,97
02647.jpg,25,36,292,170,141
02648.jpg,6,38,289,163,82
02649.jpg,65,14,458,326,28
02650.jpg,119,64,2029,1533,188
02651.jpg,9,118,1007,590,97
02652.jpg,18,57,903,686,146
02653.jpg,53,301,963,615,164
02654.jpg,115,47,812,543,57
02655.jpg,23,50,626,461,32
02656.jpg,38,30,240,138,16
02657.jpg,16,35,286,225,151
02658.jpg,27,37,611,444,64
02659.jpg,25,69,487,356,110
02660.jpg,32,113,527,407,172
02661.jpg,17,5,282,173,76
02662.jpg,42,81,765,507,82
02663.jpg,14,84,627,398,3
02664.jpg,137,131,836,503,101
02665.jpg,152,167,1095,681,139
02666.jpg,33,39,374,242,129
02667.jpg,1,27,799,600,57
02668.jpg,48,10,402,284,84
02669.jpg,13,256,769,532,2
02670.jpg,19,63,307,170,5
02671.jpg,95,62,402,306,7
02672.jpg,14,66,314,199,71
02673.jpg,72,61,541,291,59
02674.jpg,8,27,252,145,13
02675.jpg,18,29,779,588,79
02676.jpg,13,154,798,466,153
02677.jpg,18,34,485,310,110
02678.jpg,68,230,638,444,143
02679.jpg,32,51,360,262,95
02680.jpg,70,1,1597,1099,24
02681.jpg,232,318,803,510,36
02682.jpg,23,91,429,289,104
02683.jpg,12,46,245,152,72
02684.jpg,18,29,242,176,86
02685.jpg,21,53,201,136,174
02686.jpg,15,52,262,173,38
02687.jpg,8,50,247,177,188
02688.jpg,35,157,479,332,20
02689.jpg,9,51,296,197,83
02690.jpg,60,169,588,467,120
02691.jpg,58,67,720,282,34
02692.jpg,41,104,656,401,98
02693.jpg,6,55,257,143,161
02694.jpg,31,91,441,368,165
02695.jpg,31,46,475,269,56
02696.jpg,25,29,265,163,21
02697.jpg,6,17,299,222,76
02698.jpg,132,96,525,283,108
02699.jpg,19,539,1278,981,172
02700.jpg,27,2,232,182,121
02701.jpg,137,210,1270,698,144
02702.jpg,15,122,390,281,37
02703.jpg,31,96,600,313,186
02704.jpg,87,72,738,501,112
02705.jpg,12,31,157,116,190
02706.jpg,14,19,606,275,53
02707.jpg,65,153,601,416,115
02708.jpg,37,44,708,436,176
02709.jpg,109,45,527,401,81
02710.jpg,44,99,525,371,98
02711.jpg,105,147,545,417,174
02712.jpg,31,8,415,221,109
02713.jpg,73,69,271,140,57
02714.jpg,19,165,709,607,172
02715.jpg,56,80,509,408,24
02716.jpg,33,52,227,166,83
02717.jpg,39,61,596,347,31
02718.jpg,29,11,458,316,41
02719.jpg,12,55,630,314,93
02720.jpg,81,85,565,405,149
02721.jpg,15,4,246,171,116
02722.jpg,78,104,1373,845,103
02723.jpg,1,21,400,176,163
02724.jpg,38,18,192,110,108
02725.jpg,104,67,548,409,128
02726.jpg,29,82,215,175,72
02727.jpg,90,30,577,396,179
02728.jpg,5,73,280,221,16
02729.jpg,22,45,607,405,94
02730.jpg,249,254,591,467,140
02731.jpg,115,73,398,335,100
02732.jpg,55,48,617,404,88
02733.jpg,10,93,784,537,127
02734.jpg,36,103,623,397,169
02735.jpg,72,63,427,319,46
02736.jpg,19,21,244,183,162
02737.jpg,50,72,558,419,196
02738.jpg,86,292,1176,639,6
02739.jpg,27,9,270,128,5
02740.jpg,54,155,729,449,56
02741.jpg,41,224,951,656,184
02742.jpg,62,377,1015,752,190
02743.jpg,105,42,493,342,110
02744.jpg,66,141,613,379,61
02745.jpg,191,145,760,614,144
02746.jpg,13,15,474,327,60
02747.jpg,99,160,911,656,147
02748.jpg,18,10,115,95,119
02749.jpg,114,26,925,744,150
02750.jpg,6,8,194,122,135
02751.jpg,4,30,279,186,84
02752.jpg,43,51,269,151,151
02753.jpg,87,86,576,392,166
02754.jpg,39,117,597,417,139
02755.jpg,31,126,597,447,192
02756.jpg,44,15,626,413,169
02757.jpg,33,54,614,409,115
02758.jpg,50,57,474,283,28
02759.jpg,40,64,390,306,109
02760.jpg,27,64,180,169,104
02761.jpg,87,158,590,361,90
02762.jpg,84,117,634,358,104
02763.jpg,18,34,285,176,62
02764.jpg,314,235,1383,1002,25
02765.jpg,12,10,251,173,131
02766.jpg,131,234,1411,896,14
02767.jpg,25,116,414,276,101
02768.jpg,36,133,461,327,52
02769.jpg,32,76,612,415,132
02770.jpg,14,96,290,205,17
02771.jpg,120,108,393,203,9
02772.jpg,122,54,1170,827,28
02773.jpg,52,122,386,253,12
02774.jpg,16,119,410,244,36
02775.jpg,13,153,626,391,75
02776.jpg,13,125,591,315,102
02777.jpg,57,46,273,183,157
02778.jpg,38,135,1014,719,155
02779.jpg,142,76,593,309,147
02780.jpg,147,156,721,496,195
02781.jpg,39,94,620,440,123
02782.jpg,181,100,579,371,63
02783.jpg,12,63,623,333,73
02784.jpg,79,186,654,437,46
02785.jpg,24,55,982,569,77
02786.jpg,187,142,778,594,150
02787.jpg,46,87,523,348,29
02788.jpg,44,117,378,242,38
02789.jpg,78,253,1230,809,41
02790.jpg,10,33,250,171,90
02791.jpg,59,45,414,228,21
02792.jpg,59,101,564,380,54
02793.jpg,82,151,1022,681,124
02794.jpg,58,59,390,264,49
02795.jpg,102,206,597,407,58
02796.jpg,2,32,156,102,18
02797.jpg,84,31,1128,639,12
02798.jpg,64,92,683,438,49
02799.jpg,57,19,331,190,157
02800.jpg,5,260,1022,767,23
02801.jpg,34,73,394,292,49
02802.jpg,21,93,419,297,179
02803.jpg,57,158,500,349,150
02804.jpg,56,160,476,343,61
02805.jpg,34,99,603,394,113
02806.jpg,66,306,951,667,153
02807.jpg,59,158,976,671,184
02808.jpg,39,113,627,363,75
02809.jpg,77,71,386,237,36
02810.jpg,11,57,603,386,115
02811.jpg,78,96,509,330,52
02812.jpg,5,17,316,175,177
02813.jpg,473,299,1172,740,31
02814.jpg,133,219,1547,962,168
02815.jpg,72,16,415,286,174
02816.jpg,538,181,1783,988,170
02817.jpg,48,30,179,112,157
02818.jpg,32,41,614,440,119
02819.jpg,67,138,491,348,146
02820.jpg,620,431,2899,1909,103
02821.jpg,33,32,1079,696,58
02822.jpg,10,4,797,431,178
02823.jpg,90,18,480,316,40
02824.jpg,35,172,760,489,46
02825.jpg,106,60,431,303,93
02826.jpg,41,110,1005,637,167
02827.jpg,119,319,1176,826,164
02828.jpg,263,25,890,679,100
02829.jpg,33,20,292,200,95
02830.jpg,23,54,237,171,113
02831.jpg,208,166,708,571,98
02832.jpg,33,115,576,346,3
02833.jpg,53,302,963,619,164
02834.jpg,331,352,1327,1102,117
02835.jpg,26,59,473,306,26
02836.jpg,28,236,872,590,56
02837.jpg,7,26,250,122,138
02838.jpg,100,322,1597,1123,98
02839.jpg,304,412,1438,1033,163
02840.jpg,7,155,1013,535,74
02841.jpg,157,226,1909,1078,170
02842.jpg,69,99,760,516,75
02843.jpg,34,53,270,139,5
02844.jpg,40,45,438,338,196
02845.jpg,64,142,590,370,44
02846.jpg,54,18,200,119,113
02847.jpg,30,34,392,300,188
02848.jpg,51,73,570,426,1
02849.jpg,70,222,957,519,79
02850.jpg,97,153,392,271,33
02851.jpg,212,278,730,450,51
02852.jpg,4,69,300,214,165
02853.jpg,135,195,915,729,89
02854.jpg,26,26,494,286,68
02855.jpg,7,58,526,323,78
02856.jpg,20,152,761,505,81
02857.jpg,7,53,394,268,107
02858.jpg,80,198,940,583,186
02859.jpg,2,57,625,391,74
02860.jpg,23,9,698,236,192
02861.jpg,58,120,462,278,102
02862.jpg,122,78,537,383,64
02863.jpg,13,203,1015,746,108
02864.jpg,99,204,1252,746,170
02865.jpg,85,170,1967,1145,72
02866.jpg,18,5,122,82,196
02867.jpg,15,90,592,300,158
02868.jpg,115,104,783,349,43
02869.jpg,2,53,446,203,98
02870.jpg,20,56,625,411,194
02871.jpg,95,174,978,548,75
02872.jpg,217,236,542,358,148
02873.jpg,187,264,1136,720,12
02874.jpg,109,155,1971,1387,30
02875.jpg,197,223,880,442,144
02876.jpg,54,61,558,278,73
02877.jpg,12,100,423,264,91
02878.jpg,216,128,1400,974,119
02879.jpg,47,69,218,171,76
02880.jpg,4,4,270,160,116
02881.jpg,28,8,245,171,76
02882.jpg,45,160,731,725,63
02883.jpg,52,73,455,287,62
02884.jpg,233,98,678,368,72
02885.jpg,207,313,1433,969,12
02886.jpg,25,67,557,370,148
02887.jpg,52,493,1573,1039,17
02888.jpg,46,46,193,160,135
02889.jpg,68,96,549,380,46
02890.jpg,23,4,641,339,168
02891.jpg,23,132,620,396,57
02892.jpg,29,78,534,415,43
02893.jpg,32,133,984,610,86
02894.jpg,25,68,277,144,141
02895.jpg,80,36,426,282,130
02896.jpg,25,98,591,353,14
02897.jpg,57,35,222,144,5
02898.jpg,26,158,1007,708,77
02899.jpg,100,20,474,216,13
02900.jpg,9,151,474,300,16
02901.jpg,20,81,1012,638,37
02902.jpg,16,28,305,224,157
02903.jpg,16,23,776,535,75
02904.jpg,7,70,507,251,180
02905.jpg,7,345,982,740,63
02906.jpg,54,77,603,385,49
02907.jpg,23,81,535,339,144
02908.jpg,14,199,625,398,128
02909.jpg,231,85,1712,1026,61
02910.jpg,38,35,250,145,56
02911.jpg,64,240,1508,943,6
02912.jpg,12,37,264,167,74
02913.jpg,13,46,488,295,4
02914.jpg,26,50,228,145,162
02915.jpg,91,11,334,258,180
02916.jpg,62,104,512,263,174
02917.jpg,37,32,562,376,98
02918.jpg,15,74,439,289,36
02919.jpg,42,96,612,353,6
02920.jpg,241,192,542,357,124
02921.jpg,93,44,488,207,11
02922.jpg,17,75,481,279,179
02923.jpg,295,87,756,429,101
02924.jpg,15,330,1268,716,173
02925.jpg,56,30,984,494,150
02926.jpg,72,186,772,510,125
02927.jpg,3,22,253,173,72
02928.jpg,62,114,579,327,59
02929.jpg,24,45,260,189,83
02930.jpg,61,101,1013,673,148
02931.jpg,107,111,838,545,178
02932.jpg,90,1,799,526,189
02933.jpg,29,89,398,275,77
02934.jpg,57,192,921,618,75
02935.jpg,17,67,631,387,95
02936.jpg,37,23,367,194,38
02937.jpg,2,195,459,478,178
02938.jpg,87,104,668,423,86
02939.jpg,55,228,2021,1165,72
02940.jpg,9,132,1979,1533,145
02941.jpg,55,117,419,276,66
02942.jpg,72,1,569,420,58
02943.jpg,24,70,601,345,140
02944.jpg,123,207,947,543,129
02945.jpg,12,54,246,181,54
02946.jpg,126,441,1969,1079,75
02947.jpg,146,274,1153,775,66
02948.jpg,98,133,333,250,14
02949.jpg,68,178,984,592,184
02950.jpg,29,82,631,472,145
02951.jpg,262,277,1399,1024,135
02952.jpg,31,72,670,426,184
02953.jpg,42,42,431,250,99
02954.jpg,30,78,498,375,159
02955.jpg,187,9,688,713,151
02956.jpg,10,28,434,370,85
02957.jpg,10,102,243,188,188
02958.jpg,29,54,615,420,20
02959.jpg,9,12,413,265,190
02960.jpg,18,53,483,299,154
02961.jpg,103,99,894,679,196
02962.jpg,34,45,243,163,125
02963.jpg,295,235,1747,1140,89
02964.jpg,76,52,530,373,160
02965.jpg,58,1,1561,1195,133
02966.jpg,39,35,251,173,106
02967.jpg,56,153,578,386,43
02968.jpg,62,377,1220,838,173
02969.jpg,3,37,191,174,51
02970.jpg,10,36,219,155,46
02971.jpg,5,18,228,175,48
02972.jpg,31,41,178,97,105
02973.jpg,67,46,556,393,173
02974.jpg,8,9,768,450,20
02975.jpg,130,150,1145,699,33
02976.jpg,26,26,237,164,70
02977.jpg,39,135,512,346,110
02978.jpg,73,69,552,393,129
02979.jpg,83,83,604,394,163
02980.jpg,23,36,639,421,162
02981.jpg,80,137,944,646,81
02982.jpg,54,42,594,443,172
02983.jpg,25,84,612,431,169
02984.jpg,39,193,560,433,126
02985.jpg,20,19,492,318,109
02986.jpg,219,37,771,354,129
02987.jpg,3,5,300,134,181
02988.jpg,34,287,568,584,47
02989.jpg,585,349,1517,1137,193
02990.jpg,26,117,562,288,61
02991.jpg,8,34,182,102,83
02992.jpg,32,103,485,288,30
02993.jpg,55,163,1573,931,8
02994.jpg,25,124,772,463,56
02995.jpg,29,32,585,379,182
02996.jpg,174,271,3826,2919,149
02997.jpg,226,97,1378,848,192
02998.jpg,6,19,160,106,123
02999.jpg,28,28,287,140,33
03000.jpg,25,11,266,165,91
03001.jpg,5,1,131,86,161
03002.jpg,61,388,1489,1114,179
03003.jpg,10,246,788,581,191
03004.jpg,57,120,577,376,178
03005.jpg,5,78,257,169,161
03006.jpg,56,77,515,353,59
03007.jpg,7,6,292,202,48
03008.jpg,13,235,2021,1253,1
03009.jpg,13,97,1576,952,9
03010.jpg,22,151,467,320,30
03011.jpg,104,183,842,608,2
03012.jpg,31,72,660,434,83
03013.jpg,108,50,896,321,105
03014.jpg,50,254,700,491,36
03015.jpg,7,97,313,187,16
03016.jpg,44,179,685,475,157
03017.jpg,32,118,988,709,95
03018.jpg,43,110,559,452,117
03019.jpg,123,103,392,251,25
03020.jpg,18,89,253,168,74
03021.jpg,83,81,644,420,139
03022.jpg,16,17,485,248,37
03023.jpg,25,37,215,138,60
03024.jpg,65,41,546,452,166
03025.jpg,36,49,387,252,20
03026.jpg,37,31,557,306,137
03027.jpg,198,95,1224,763,99
03028.jpg,2,56,739,455,72
03029.jpg,21,109,425,236,107
03030.jpg,35,12,448,331,3
03031.jpg,120,249,494,390,163
03032.jpg,17,24,253,174,60
03033.jpg,100,145,559,422,191
03034.jpg,120,84,890,658,77
03035.jpg,82,1059,1149,1639,63
03036.jpg,33,41,613,423,94
03037.jpg,7,3,194,101,156
03038.jpg,38,43,607,359,26
03039.jpg,92,82,498,336,94
03040.jpg,55,80,608,368,91
03041.jpg,16,69,606,323,186
03042.jpg,272,358,1043,949,167
03043.jpg,78,93,400,299,157
03044.jpg,203,222,751,449,183
03045.jpg,113,71,596,419,148
03046.jpg,47,101,432,241,103
03047.jpg,64,214,648,444,93
03048.jpg,40,27,391,205,60
03049.jpg,49,31,150,141,158
03050.jpg,94,21,462,261,176
03051.jpg,39,47,452,227,4
03052.jpg,139,134,395,257,130
03053.jpg,214,463,1210,910,112
03054.jpg,20,216,562,391,5
03055.jpg,1,26,201,112,14
03056.jpg,92,224,1206,877,88
03057.jpg,149,126,902,554,19
03058.jpg,44,38,548,463,98
03059.jpg,39,78,570,447,195
03060.jpg,65,41,513,375,60
03061.jpg,14,45,213,149,114
03062.jpg,155,477,1950,1092,69
03063.jpg,20,86,374,186,156
03064.jpg,39,33,261,195,9
03065.jpg,68,16,450,222,186
03066.jpg,41,358,696,654,36
03067.jpg,130,133,710,455,165
03068.jpg,67,68,635,451,137
03069.jpg,38,89,611,403,163
03070.jpg,107,115,2370,1355,40
03071.jpg,90,164,957,613,38
03072.jpg,1,13,255,185,91
03073.jpg,7,129,672,425,92
03074.jpg,16,6,268,178,125
03075.jpg,22,298,1537,976,152
03076.jpg,134,14,1503,996,179
03077.jpg,104,178,965,656,193
03078.jpg,53,32,201,165,90
03079.jpg,40,164,713,376,171
03080.jpg,327,275,779,481,176
03081.jpg,26,37,241,166,5
03082.jpg,75,66,420,274,93
03083.jpg,124,87,435,321,54
03084.jpg,3,2,574,429,98
03085.jpg,66,68,480,249,67
03086.jpg,11,83,441,261,136
03087.jpg,86,44,547,275,24
03088.jpg,17,41,596,431,171
03089.jpg,236,79,825,588,146
03090.jpg,18,31,556,407,186
03091.jpg,35,34,419,297,36
03092.jpg,1,250,1597,952,164
03093.jpg,91,141,1894,1234,154
03094.jpg,20,18,263,151,54
03095.jpg,140,317,1457,840,119
03096.jpg,31,111,743,457,97
03097.jpg,19,241,1576,1129,125
03098.jpg,36,115,415,294,123
03099.jpg,51,43,577,378,116
03100.jpg,111,140,408,262,129
03101.jpg,66,68,512,289,10
03102.jpg,14,135,605,445,4
03103.jpg,23,46,284,189,23
03104.jpg,105,58,837,370,51
03105.jpg,10,15,276,202,95
03106.jpg,44,92,603,387,77
03107.jpg,33,91,468,314,162
03108.jpg,54,114,359,267,109
03109.jpg,36,62,267,176,186
03110.jpg,151,172,909,627,95
03111.jpg,17,36,778,481,35
03112.jpg,119,186,507,381,168
03113.jpg,28,61,409,266,188
03114.jpg,71,28,491,359,193
03115.jpg,67,31,212,147,38
03116.jpg,3,89,374,254,148
03117.jpg,71,183,432,308,74
03118.jpg,20,19,243,175,111
03119.jpg,11,51,629,408,24
03120.jpg,11,21,248,172,116
03121.jpg,9,28,300,213,25
03122.jpg,37,93,427,298,152
03123.jpg,24,20,429,278,124
03124.jpg,193,209,1347,875,167
03125.jpg,35,64,989,598,170
03126.jpg,75,143,397,279,142
03127.jpg,25,56,450,316,5
03128.jpg,1,19,500,359,160
03129.jpg,65,44,821,340,95
03130.jpg,26,206,1001,517,72
03131.jpg,21,70,624,435,120
03132.jpg,45,14,261,191,90
03133.jpg,14,6,263,173,131
03134.jpg,20,74,562,370,121
03135.jpg,61,16,393,204,62
03136.jpg,45,41,286,141,128
03137.jpg,358,128,551,273,169
03138.jpg,8,51,342,212,48
03139.jpg,173,307,1083,617,15
03140.jpg,125,47,551,393,148
03141.jpg,66,123,523,395,191
03142.jpg,105,47,961,660,132
03143.jpg,1,28,260,132,118
03144.jpg,130,157,938,537,66
03145.jpg,12,60,396,312,111
03146.jpg,18,57,478,274,110
03147.jpg,34,48,471,274,130
03148.jpg,36,129,471,328,181
03149.jpg,133,176,2208,1603,44
03150.jpg,41,4,259,190,118
03151.jpg,160,132,908,559,112
03152.jpg,48,41,511,237,3
03153.jpg,51,114,433,296,179
03154.jpg,71,169,593,447,58
03155.jpg,28,154,435,378,120
03156.jpg,59,71,549,349,62
03157.jpg,28,180,988,694,20
03158.jpg,16,147,377,287,71
03159.jpg,9,3,273,166,100
03160.jpg,17,135,589,439,97
03161.jpg,2,1,639,475,178
03162.jpg,100,360,1172,825,27
03163.jpg,62,243,941,610,66
03164.jpg,40,49,281,182,48
03165.jpg,30,26,589,373,4
03166.jpg,1,87,791,430,122
03167.jpg,44,30,412,199,12
03168.jpg,72,139,532,331,49
03169.jpg,84,13,562,311,3
03170.jpg,31,193,769,520,181
03171.jpg,97,101,495,369,86
03172.jpg,21,38,579,418,82
03173.jpg,50,163,983,552,158
03174.jpg,213,209,1193,685,36
03175.jpg,46,132,620,386,43
03176.jpg,25,19,281,142,106
03177.jpg,105,84,651,472,193
03178.jpg,1,1,500,214,31
03179.jpg,196,113,1563,1118,149
03180.jpg,81,167,1344,984,32
03181.jpg,28,39,473,324,34
03182.jpg,82,124,739,437,100
03183.jpg,68,175,784,492,141
03184.jpg,88,158,746,395,11
03185.jpg,673,981,4278,2553,56
03186.jpg,48,69,573,379,178
03187.jpg,66,39,576,446,89
03188.jpg,57,1,567,375,193
03189.jpg,7,46,195,148,121
03190.jpg,184,493,1666,1027,165
03191.jpg,4,7,299,124,5
03192.jpg,328,325,1540,1090,112
03193.jpg,26,55,355,223,119
03194.jpg,181,253,1501,895,77
03195.jpg,33,95,621,383,54
03196.jpg,170,93,524,345,100
03197.jpg,87,101,284,207,148
03198.jpg,34,36,266,182,76
03199.jpg,364,372,953,820,27
03200.jpg,590,243,1455,829,168
03201.jpg,134,162,502,354,176
03202.jpg,38,129,1765,1002,127
03203.jpg,51,180,976,627,15
03204.jpg,55,109,957,702,166
03205.jpg,119,68,445,301,83
03206.jpg,138,45,602,287,23
03207.jpg,13,67,284,154,92
03208.jpg,114,114,682,382,11
03209.jpg,7,131,424,323,155
03210.jpg,40,153,715,444,87
03211.jpg,169,199,1405,820,55
03212.jpg,8,78,231,160,181
03213.jpg,79,45,493,316,163
03214.jpg,7,12,287,135,30
03215.jpg,25,140,537,329,15
03216.jpg,72,1,578,349,73
03217.jpg,3,152,996,766,61
03218.jpg,75,1,738,470,166
03219.jpg,148,803,3159,1819,112
03220.jpg,31,25,252,167,86
03221.jpg,112,13,690,391,13
03222.jpg,4,4,232,147,54
03223.jpg,1,1,300,103,111
03224.jpg,65,478,1514,989,193
03225.jpg,36,107,986,721,117
03226.jpg,37,460,1901,1066,22
03227.jpg,79,13,575,290,194
03228.jpg,22,8,607,434,94
03229.jpg,84,89,564,435,117
03230.jpg,36,122,3433,1518,167
03231.jpg,61,169,518,343,72
03232.jpg,90,42,340,265,109
03233.jpg,7,14,294,174,13
03234.jpg,44,24,322,228,82
03235.jpg,28,26,394,244,150
03236.jpg,70,15,886,571,60
03237.jpg,57,30,587,455,33
03238.jpg,62,149,560,323,4
03239.jpg,39,144,766,532,9
03240.jpg,3,7,257,101,106
03241.jpg,45,79,795,507,4
03242.jpg,65,60,439,268,66
03243.jpg,51,71,588,375,4
03244.jpg,157,138,731,596,32
03245.jpg,11,53,1001,702,43
03246.jpg,10,199,492,505,110
03247.jpg,95,130,988,685,125
03248.jpg,92,64,256,158,177
03249.jpg,37,104,382,268,81
03250.jpg,366,163,602,301,176
03251.jpg,69,174,444,338,66
03252.jpg,15,116,445,365,85
03253.jpg,11,23,248,172,17
03254.jpg,201,154,447,304,29
03255.jpg,154,120,1051,783,149
03256.jpg,383,797,2407,1754,140
03257.jpg,39,18,522,379,179
03258.jpg,83,82,539,374,160
03259.jpg,136,181,1133,719,180
03260.jpg,35,57,751,472,133
03261.jpg,4,31,259,146,70
03262.jpg,38,13,178,111,158
03263.jpg,72,89,568,274,168
03264.jpg,163,319,1588,1027,98
03265.jpg,33,150,619,409,6
03266.jpg,36,85,476,246,134
03267.jpg,16,115,445,269,2
03268.jpg,43,128,409,284,84
03269.jpg,35,75,351,212,24
03270.jpg,167,147,478,325,98
03271.jpg,7,26,392,225,186
03272.jpg,203,191,1278,812,98
03273.jpg,17,70,527,294,40
03274.jpg,37,53,546,315,132
03275.jpg,18,28,422,280,143
03276.jpg,4,14,499,305,196
03277.jpg,545,333,1496,977,140
03278.jpg,210,257,2274,1379,46
03279.jpg,81,127,1539,1344,132
03280.jpg,31,20,592,352,84
03281.jpg,38,29,615,445,189
03282.jpg,50,48,611,453,79
03283.jpg,37,65,612,367,15
03284.jpg,52,267,544,526,183
03285.jpg,80,121,581,329,41
03286.jpg,83,67,504,309,166
03287.jpg,88,1,588,316,48
03288.jpg,18,86,571,324,35
03289.jpg,172,227,644,432,14
03290.jpg,30,87,963,629,137
03291.jpg,217,151,596,423,56
03292.jpg,125,39,624,442,132
03293.jpg,23,34,405,243,100
03294.jpg,57,17,484,335,34
03295.jpg,1,92,714,575,91
03296.jpg,76,197,730,419,171
03297.jpg,111,260,636,524,160
03298.jpg,6,34,298,210,35
03299.jpg,28,37,233,156,41
03300.jpg,41,164,619,383,191
03301.jpg,1,32,767,688,171
03302.jpg,49,40,565,401,165
03303.jpg,23,145,603,410,155
03304.jpg,228,140,831,412,63
03305.jpg,11,24,630,374,87
03306.jpg,24,43,398,325,110
03307.jpg,72,53,317,207,195
03308.jpg,33,148,598,368,7
03309.jpg,7,151,1015,644,122
